State,County,Year,Poverty Rate
North Dakota,Sheridan County,2018,5.98
North Dakota,Sheridan County,2017,15.01
North Dakota,Sheridan County,2016,16.5
North Dakota,Sheridan County,2015,15.72
North Dakota,Sheridan County,2014,15.63
North Dakota,Sheridan County,2013,15.63
North Dakota,Sheridan County,2012,17.0
North Dakota,Sheridan County,2011,17.21
North Dakota,Sheridan County,2010,17.16
North Dakota,Sheridan County,2009,17.14
North Dakota,Sioux County,2018,65.77
North Dakota,Sioux County,2017,37.03
North Dakota,Sioux County,2016,37.67
North Dakota,Sioux County,2015,35.99
North Dakota,Sioux County,2014,35.72
North Dakota,Sioux County,2013,38.27
North Dakota,Sioux County,2012,44.0
North Dakota,Sioux County,2011,44.81
North Dakota,Sioux County,2010,44.81
North Dakota,Sioux County,2009,44.81
North Dakota,Slope County,2018,2.93
North Dakota,Slope County,2017,5.54
North Dakota,Slope County,2016,9.54
North Dakota,Slope County,2015,10.06
North Dakota,Slope County,2014,10.1
North Dakota,Slope County,2013,10.1
North Dakota,Slope County,2012,10.24
North Dakota,Slope County,2011,10.16
North Dakota,Slope County,2010,10.16
North Dakota,Slope County,2009,10.16
North Dakota,Stark County,2018,23.21
North Dakota,Stark County,2017,8.81
North Dakota,Stark County,2016,6.78
North Dakota,Stark County,2015,6.76
North Dakota,Stark County,2014,6.69
North Dakota,Stark County,2013,6.69
North Dakota,Stark County,2012,7.61
North Dakota,Stark County,2011,7.67
North Dakota,Stark County,2010,7.67
North Dakota,Stark County,2009,7.67
North Dakota,Steele County,2018,6.53
North Dakota,Steele County,2017,4.19
North Dakota,Steele County,2016,5.27
North Dakota,Steele County,2015,7.01
North Dakota,Steele County,2014,7.35
North Dakota,Steele County,2013,7.35
North Dakota,Steele County,2012,5.55
North Dakota,Steele County,2011,5.49
North Dakota,Steele County,2010,5.49
North Dakota,Steele County,2009,5.49
North Dakota,Stutsman County,2018,14.15
North Dakota,Stutsman County,2017,11.82
North Dakota,Stutsman County,2016,10.85
North Dakota,Stutsman County,2015,10.8
North Dakota,Stutsman County,2014,10.91
North Dakota,Stutsman County,2013,10.78
North Dakota,Stutsman County,2012,10.35
North Dakota,Stutsman County,2011,10.54
North Dakota,Stutsman County,2010,10.54
North Dakota,Stutsman County,2009,10.54
North Dakota,Towner County,2018,9.04
North Dakota,Towner County,2017,12.4
North Dakota,Towner County,2016,13.5
North Dakota,Towner County,2015,14.01
North Dakota,Towner County,2014,14.01
North Dakota,Towner County,2013,14.01
North Dakota,Towner County,2012,6.15
North Dakota,Towner County,2011,6.19
North Dakota,Towner County,2010,6.19
North Dakota,Towner County,2009,6.19
North Dakota,Traill County,2018,8.92
North Dakota,Traill County,2017,6.62
North Dakota,Traill County,2016,8.28
North Dakota,Traill County,2015,8.98
North Dakota,Traill County,2014,10.48
North Dakota,Traill County,2013,10.48
North Dakota,Traill County,2012,10.35
North Dakota,Traill County,2011,10.34
North Dakota,Traill County,2010,10.34
North Dakota,Traill County,2009,10.34
North Dakota,Walsh County,2018,10.34
North Dakota,Walsh County,2017,9.87
North Dakota,Walsh County,2016,10.34
North Dakota,Walsh County,2015,10.48
North Dakota,Walsh County,2014,10.36
North Dakota,Walsh County,2013,10.36
North Dakota,Walsh County,2012,10.74
North Dakota,Walsh County,2011,10.74
North Dakota,Walsh County,2010,10.74
North Dakota,Walsh County,2009,10.74
North Dakota,Ward County,2018,9.05
North Dakota,Ward County,2017,8.82
North Dakota,Ward County,2016,7.46
North Dakota,Ward County,2015,7.46
North Dakota,Ward County,2014,7.53
North Dakota,Ward County,2013,8.06
North Dakota,Ward County,2012,9.3
North Dakota,Ward County,2011,10.15
North Dakota,Ward County,2010,10.15
North Dakota,Ward County,2009,10.15
North Dakota,Wells County,2018,6.63
North Dakota,Wells County,2017,6.46
North Dakota,Wells County,2016,5.33
North Dakota,Wells County,2015,5.41
North Dakota,Wells County,2014,5.49
North Dakota,Wells County,2013,7.11
North Dakota,Wells County,2012,10.2
North Dakota,Wells County,2011,10.41
North Dakota,Wells County,2010,10.41
North Dakota,Wells County,2009,10.41
North Dakota,Williams County,2018,8.52
North Dakota,Williams County,2017,7.35
North Dakota,Williams County,2016,9.69
North Dakota,Williams County,2015,9.58
North Dakota,Williams County,2014,10.09
North Dakota,Williams County,2013,8.97
North Dakota,Williams County,2012,7.94
North Dakota,Williams County,2011,8.13
North Dakota,Williams County,2010,8.13
North Dakota,Williams County,2009,8.13
Ohio,Adams County,2018,22.52
Ohio,Adams County,2017,23.19
Ohio,Adams County,2016,24.45
Ohio,Adams County,2015,24.63
Ohio,Adams County,2014,24.62
Ohio,Adams County,2013,22.32
Ohio,Adams County,2012,22.95
Ohio,Adams County,2011,23.14
Ohio,Adams County,2010,23.14
Ohio,Adams County,2009,22.23
Ohio,Allen County,2018,16.9
Ohio,Allen County,2017,14.95
Ohio,Allen County,2016,16.02
Ohio,Allen County,2015,17.35
Ohio,Allen County,2014,17.47
Ohio,Allen County,2013,18.54
Ohio,Allen County,2012,18.68
Ohio,Allen County,2011,18.8
Ohio,Allen County,2010,18.8
Ohio,Allen County,2009,18.8
Ohio,Ashland County,2018,8.67
Ohio,Ashland County,2017,13.27
Ohio,Ashland County,2016,15.4
Ohio,Ashland County,2015,15.4
Ohio,Ashland County,2014,14.86
Ohio,Ashland County,2013,15.29
Ohio,Ashland County,2012,16.27
Ohio,Ashland County,2011,16.28
Ohio,Ashland County,2010,16.28
Ohio,Ashland County,2009,16.28
Ohio,Ashtabula County,2018,21.9
Ohio,Ashtabula County,2017,20.09
Ohio,Ashtabula County,2016,19.65
Ohio,Ashtabula County,2015,20.03
Ohio,Ashtabula County,2014,20.06
Ohio,Ashtabula County,2013,19.66
Ohio,Ashtabula County,2012,18.24
Ohio,Ashtabula County,2011,18.0
Ohio,Ashtabula County,2010,18.0
Ohio,Ashtabula County,2009,18.0
Ohio,Athens County,2018,30.59
Ohio,Athens County,2017,30.5
Ohio,Athens County,2016,31.12
Ohio,Athens County,2015,32.36
Ohio,Athens County,2014,32.99
Ohio,Athens County,2013,31.83
Ohio,Athens County,2012,30.98
Ohio,Athens County,2011,32.19
Ohio,Athens County,2010,32.19
Ohio,Athens County,2009,32.19
Ohio,Auglaize County,2018,32.19
Ohio,Auglaize County,2017,32.19
Ohio,Auglaize County,2016,32.19
Ohio,Auglaize County,2015,32.19
Ohio,Auglaize County,2014,32.19
Ohio,Auglaize County,2013,32.19
Ohio,Auglaize County,2012,32.19
Ohio,Auglaize County,2011,32.19
Ohio,Auglaize County,2010,32.19
Ohio,Auglaize County,2009,32.19
Ohio,Belmont County,2018,32.19
Ohio,Belmont County,2017,32.19
Ohio,Belmont County,2016,32.19
Ohio,Belmont County,2015,32.19
Ohio,Belmont County,2014,32.19
Ohio,Belmont County,2013,32.19
Ohio,Belmont County,2012,32.19
Ohio,Belmont County,2011,32.19
Ohio,Belmont County,2010,32.19
Ohio,Belmont County,2009,32.19
Ohio,Brown County,2018,32.19
Ohio,Brown County,2017,32.19
Ohio,Brown County,2016,32.19
Ohio,Brown County,2015,32.19
Ohio,Brown County,2014,32.19
Ohio,Brown County,2013,32.19
Ohio,Brown County,2012,32.19
Ohio,Brown County,2011,32.19
Ohio,Brown County,2010,32.19
Ohio,Brown County,2009,32.19
Ohio,Butler County,2018,32.19
Ohio,Butler County,2017,32.19
Ohio,Butler County,2016,32.19
Ohio,Butler County,2015,32.19
Ohio,Butler County,2014,32.19
Ohio,Butler County,2013,32.19
Ohio,Butler County,2012,32.19
Ohio,Butler County,2011,32.19
Ohio,Butler County,2010,32.19
Ohio,Butler County,2009,32.19
Ohio,Carroll County,2018,32.19
Ohio,Carroll County,2017,32.19
Ohio,Carroll County,2016,32.19
Ohio,Carroll County,2015,32.19
Ohio,Carroll County,2014,32.19
Ohio,Carroll County,2013,32.19
Ohio,Carroll County,2012,32.19
Ohio,Carroll County,2011,32.19
Ohio,Carroll County,2010,32.19
Ohio,Carroll County,2009,32.19
Ohio,Champaign County,2018,32.19
Ohio,Champaign County,2017,32.19
Ohio,Champaign County,2016,32.19
Ohio,Champaign County,2015,32.19
Ohio,Champaign County,2014,32.19
Ohio,Champaign County,2013,11.65
Ohio,Champaign County,2012,14.34
Ohio,Champaign County,2011,14.79
Ohio,Champaign County,2010,14.79
Ohio,Champaign County,2009,11.5
Ohio,Clark County,2018,15.76
Ohio,Clark County,2017,16.28
Ohio,Clark County,2016,17.74
Ohio,Clark County,2015,18.3
Ohio,Clark County,2014,18.3
Ohio,Clark County,2013,17.63
Ohio,Clark County,2012,17.59
Ohio,Clark County,2011,17.74
Ohio,Clark County,2010,17.74
Ohio,Clark County,2009,17.74
Ohio,Clermont County,2018,9.55
Ohio,Clermont County,2017,9.53
Ohio,Clermont County,2016,10.51
Ohio,Clermont County,2015,10.53
Ohio,Clermont County,2014,10.66
Ohio,Clermont County,2013,10.66
Ohio,Clermont County,2012,10.2
Ohio,Clermont County,2011,10.25
Ohio,Clermont County,2010,10.25
Ohio,Clermont County,2009,9.36
Ohio,Clinton County,2018,8.64
Ohio,Clinton County,2017,13.55
Ohio,Clinton County,2016,15.16
Ohio,Clinton County,2015,15.36
Ohio,Clinton County,2014,15.85
Ohio,Clinton County,2013,15.27
Ohio,Clinton County,2012,15.25
Ohio,Clinton County,2011,15.4
Ohio,Clinton County,2010,15.4
Ohio,Clinton County,2009,15.4
Ohio,Columbiana County,2018,22.38
Ohio,Columbiana County,2017,15.34
Ohio,Columbiana County,2016,15.75
Ohio,Columbiana County,2015,15.55
Ohio,Columbiana County,2014,15.43
Ohio,Columbiana County,2013,16.88
Ohio,Columbiana County,2012,16.38
Ohio,Columbiana County,2011,16.08
Ohio,Columbiana County,2010,16.08
Ohio,Columbiana County,2009,16.08
Ohio,Coshocton County,2018,7.99
Ohio,Coshocton County,2017,15.76
Ohio,Coshocton County,2016,14.12
Ohio,Coshocton County,2015,15.74
Ohio,Coshocton County,2014,16.09
Ohio,Coshocton County,2013,16.62
Ohio,Coshocton County,2012,16.99
Ohio,Coshocton County,2011,16.99
Ohio,Coshocton County,2010,16.99
Ohio,Coshocton County,2009,16.99
Ohio,Crawford County,2018,16.59
Ohio,Crawford County,2017,16.0
Ohio,Crawford County,2016,15.82
Ohio,Crawford County,2015,16.39
Ohio,Crawford County,2014,16.43
Ohio,Crawford County,2013,16.68
Ohio,Crawford County,2012,14.89
Ohio,Crawford County,2011,14.68
Ohio,Crawford County,2010,14.68
Ohio,Crawford County,2009,14.68
Ohio,Cuyahoga County,2018,18.08
Ohio,Cuyahoga County,2017,18.24
Ohio,Cuyahoga County,2016,18.48
Ohio,Cuyahoga County,2015,18.67
Ohio,Cuyahoga County,2014,18.74
Ohio,Cuyahoga County,2013,17.57
Ohio,Cuyahoga County,2012,17.43
Ohio,Cuyahoga County,2011,17.16
Ohio,Cuyahoga County,2010,15.05
Ohio,Cuyahoga County,2009,15.09
Ohio,Darke County,2018,10.05
Ohio,Darke County,2017,10.72
Ohio,Darke County,2016,12.27
Ohio,Darke County,2015,12.51
Ohio,Darke County,2014,13.26
Ohio,Darke County,2013,13.26
Ohio,Darke County,2012,11.95
Ohio,Darke County,2011,11.97
Ohio,Darke County,2010,11.97
Ohio,Darke County,2009,11.09
Ohio,Defiance County,2018,10.72
Ohio,Defiance County,2017,10.75
Ohio,Defiance County,2016,13.47
Ohio,Defiance County,2015,13.55
Ohio,Defiance County,2014,13.4
Ohio,Defiance County,2013,13.19
Ohio,Defiance County,2012,14.32
Ohio,Defiance County,2011,14.58
Ohio,Defiance County,2010,14.58
Ohio,Defiance County,2009,11.56
Ohio,Delaware County,2018,4.65
Ohio,Delaware County,2017,4.55
Ohio,Delaware County,2016,4.85
Ohio,Delaware County,2015,4.85
Ohio,Delaware County,2014,4.53
Ohio,Delaware County,2013,4.54
Ohio,Delaware County,2012,4.71
Ohio,Delaware County,2011,4.74
Ohio,Delaware County,2010,4.18
Ohio,Delaware County,2009,4.12
Ohio,Erie County,2018,8.56
Ohio,Erie County,2017,11.98
Ohio,Erie County,2016,12.86
Ohio,Erie County,2015,12.66
Ohio,Erie County,2014,12.42
Ohio,Erie County,2013,12.42
Ohio,Erie County,2012,12.8
Ohio,Erie County,2011,12.88
Ohio,Erie County,2010,12.88
Ohio,Erie County,2009,12.88
Ohio,Fairfield County,2018,15.6
Ohio,Fairfield County,2017,9.79
Ohio,Fairfield County,2016,10.13
Ohio,Fairfield County,2015,10.22
Ohio,Fairfield County,2014,10.34
Ohio,Fairfield County,2013,10.34
Ohio,Fairfield County,2012,11.39
Ohio,Fairfield County,2011,11.4
Ohio,Fairfield County,2010,11.4
Ohio,Fairfield County,2009,11.4
Ohio,Fayette County,2018,16.97
Ohio,Fayette County,2017,16.99
Ohio,Fayette County,2016,18.57
Ohio,Fayette County,2015,18.55
Ohio,Fayette County,2014,18.45
Ohio,Fayette County,2013,18.54
Ohio,Fayette County,2012,19.1
Ohio,Fayette County,2011,18.82
Ohio,Fayette County,2010,15.52
Ohio,Fayette County,2009,15.43
Ohio,Franklin County,2018,233.86
Ohio,Franklin County,2017,16.59
Ohio,Franklin County,2016,16.66
Ohio,Franklin County,2015,17.47
Ohio,Franklin County,2014,17.54
Ohio,Franklin County,2013,17.54
Ohio,Franklin County,2012,17.72
Ohio,Franklin County,2011,17.74
Ohio,Franklin County,2010,17.74
Ohio,Franklin County,2009,17.74
Ohio,Fulton County,2018,8.44
Ohio,Fulton County,2017,10.03
Ohio,Fulton County,2016,11.08
Ohio,Fulton County,2015,10.86
Ohio,Fulton County,2014,10.78
Ohio,Fulton County,2013,10.78
Ohio,Fulton County,2012,10.78
Ohio,Fulton County,2011,10.34
Ohio,Fulton County,2010,10.34
Ohio,Fulton County,2009,10.34
Ohio,Gallia County,2018,12.22
Ohio,Gallia County,2017,21.44
Ohio,Gallia County,2016,21.34
Ohio,Gallia County,2015,21.1
Ohio,Gallia County,2014,20.89
Ohio,Gallia County,2013,20.89
Ohio,Gallia County,2012,18.92
Ohio,Gallia County,2011,18.97
Ohio,Gallia County,2010,18.97
Ohio,Gallia County,2009,18.97
Ohio,Geauga County,2018,18.77
Ohio,Geauga County,2017,6.07
Ohio,Geauga County,2016,6.85
Ohio,Geauga County,2015,7.0
Ohio,Geauga County,2014,7.49
Ohio,Geauga County,2013,7.49
Ohio,Geauga County,2012,8.32
Ohio,Geauga County,2011,8.33
Ohio,Geauga County,2010,8.33
Ohio,Geauga County,2009,8.33
Ohio,Greene County,2018,12.18
Ohio,Greene County,2017,12.19
Ohio,Greene County,2016,12.8
Ohio,Greene County,2015,13.2
Ohio,Greene County,2014,13.6
Ohio,Greene County,2013,13.15
Ohio,Greene County,2012,13.11
Ohio,Greene County,2011,12.97
Ohio,Greene County,2010,11.42
Ohio,Greene County,2009,10.14
Ohio,Guernsey County,2018,20.14
Ohio,Guernsey County,2017,20.24
Ohio,Guernsey County,2016,19.91
Ohio,Guernsey County,2015,19.94
Ohio,Guernsey County,2014,19.92
Ohio,Guernsey County,2013,20.21
Ohio,Guernsey County,2012,18.79
Ohio,Guernsey County,2011,18.49
Ohio,Guernsey County,2010,18.49
Ohio,Guernsey County,2009,16.22
Ohio,Hamilton County,2018,237.35
Ohio,Hamilton County,2017,16.75
Ohio,Hamilton County,2016,17.77
Ohio,Hamilton County,2015,18.08
Ohio,Hamilton County,2014,18.28
Ohio,Hamilton County,2013,18.28
Ohio,Hamilton County,2012,17.1
Ohio,Hamilton County,2011,17.1
Ohio,Hamilton County,2010,17.1
Ohio,Hamilton County,2009,17.1
Ohio,Hancock County,2018,3.94
Ohio,Hancock County,2017,11.88
Ohio,Hancock County,2016,13.39
Ohio,Hancock County,2015,13.82
Ohio,Hancock County,2014,13.95
Ohio,Hancock County,2013,13.96
Ohio,Hancock County,2012,13.78
Ohio,Hancock County,2011,13.57
Ohio,Hancock County,2010,13.57
Ohio,Hancock County,2009,13.57
Ohio,Hardin County,2018,16.7
Ohio,Hardin County,2017,16.68
Ohio,Hardin County,2016,15.73
Ohio,Hardin County,2015,18.28
Ohio,Hardin County,2014,18.68
Ohio,Hardin County,2013,17.41
Ohio,Hardin County,2012,16.24
Ohio,Hardin County,2011,18.02
Ohio,Hardin County,2010,18.02
Ohio,Hardin County,2009,13.96
Ohio,Harrison County,2018,11.43
Ohio,Harrison County,2017,16.09
Ohio,Harrison County,2016,17.62
Ohio,Harrison County,2015,17.53
Ohio,Harrison County,2014,17.32
Ohio,Harrison County,2013,17.87
Ohio,Harrison County,2012,19.27
Ohio,Harrison County,2011,19.4
Ohio,Harrison County,2010,19.4
Ohio,Harrison County,2009,19.4
Ohio,Henry County,2018,10.21
Ohio,Henry County,2017,9.68
Ohio,Henry County,2016,10.11
Ohio,Henry County,2015,10.88
Ohio,Henry County,2014,11.43
Ohio,Henry County,2013,11.43
Ohio,Henry County,2012,12.46
Ohio,Henry County,2011,12.49
Ohio,Henry County,2010,12.49
Ohio,Henry County,2009,12.49
Ohio,Highland County,2018,20.87
Ohio,Highland County,2017,21.02
Ohio,Highland County,2016,20.98
Ohio,Highland County,2015,20.34
Ohio,Highland County,2014,20.21
Ohio,Highland County,2013,18.84
Ohio,Highland County,2012,17.58
Ohio,Highland County,2011,17.58
Ohio,Highland County,2010,17.58
Ohio,Highland County,2009,13.54
Ohio,Hocking County,2018,13.55
Ohio,Hocking County,2017,14.12
Ohio,Hocking County,2016,16.05
Ohio,Hocking County,2015,17.27
Ohio,Hocking County,2014,17.36
Ohio,Hocking County,2013,17.08
Ohio,Hocking County,2012,16.67
Ohio,Hocking County,2011,16.72
Ohio,Hocking County,2010,16.72
Ohio,Hocking County,2009,16.72
Ohio,Holmes County,2018,11.17
Ohio,Holmes County,2017,11.15
Ohio,Holmes County,2016,12.81
Ohio,Holmes County,2015,12.77
Ohio,Holmes County,2014,12.69
Ohio,Holmes County,2013,12.69
Ohio,Holmes County,2012,15.55
Ohio,Holmes County,2011,15.58
